,year,value,cityCode,cityName,prefCode,prefName
3,2016,4593,01213,苫小牧市,1,北海道
0,2009,1683,01214,稚内市,1,北海道
1,2012,1565,01214,稚内市,1,北海道
2,2014,1494,01214,稚内市,1,北海道
3,2016,1426,01214,稚内市,1,北海道
0,2009,903,01215,美唄市,1,北海道
1,2012,835,01215,美唄市,1,北海道
2,2014,813,01215,美唄市,1,北海道
3,2016,748,01215,美唄市,1,北海道
0,2009,605,01216,芦別市,1,北海道
1,2012,571,01216,芦別市,1,北海道
2,2014,544,01216,芦別市,1,北海道
3,2016,486,01216,芦別市,1,北海道
0,2009,2632,01217,江別市,1,北海道
1,2012,2488,01217,江別市,1,北海道
2,2014,2512,01217,江別市,1,北海道
3,2016,2353,01217,江別市,1,北海道
0,2009,395,01218,赤平市,1,北海道
1,2012,357,01218,赤平市,1,北海道
2,2014,332,01218,赤平市,1,北海道
3,2016,310,01218,赤平市,1,北海道
0,2009,1144,01219,紋別市,1,北海道
1,2012,1056,01219,紋別市,1,北海道
2,2014,1004,01219,紋別市,1,北海道
3,2016,947,01219,紋別市,1,北海道
0,2009,984,01220,士別市,1,北海道
1,2012,998,01220,士別市,1,北海道
2,2014,923,01220,士別市,1,北海道
3,2016,838,01220,士別市,1,北海道
0,2009,1184,01221,名寄市,1,北海道
1,2012,1105,01221,名寄市,1,北海道
2,2014,1041,01221,名寄市,1,北海道
3,2016,1008,01221,名寄市,1,北海道
0,2009,312,01222,三笠市,1,北海道
1,2012,278,01222,三笠市,1,北海道
2,2014,248,01222,三笠市,1,北海道
3,2016,229,01222,三笠市,1,北海道
0,2009,1310,01223,根室市,1,北海道
1,2012,1256,01223,根室市,1,北海道
2,2014,1212,01223,根室市,1,北海道
3,2016,1114,01223,根室市,1,北海道
0,2009,2001,01224,千歳市,1,北海道
1,2012,1771,01224,千歳市,1,北海道
2,2014,1798,01224,千歳市,1,北海道
3,2016,1759,01224,千歳市,1,北海道
0,2009,1556,01225,滝川市,1,北海道
1,2012,1453,01225,滝川市,1,北海道
2,2014,1447,01225,滝川市,1,北海道
3,2016,1368,01225,滝川市,1,北海道
0,2009,709,01226,砂川市,1,北海道
1,2012,662,01226,砂川市,1,北海道
2,2014,658,01226,砂川市,1,北海道
3,2016,620,01226,砂川市,1,北海道
0,2009,127,01227,歌志内市,1,北海道
1,2012,108,01227,歌志内市,1,北海道
2,2014,97,01227,歌志内市,1,北海道
3,2016,89,01227,歌志内市,1,北海道
0,2009,897,01228,深川市,1,北海道
1,2012,850,01228,深川市,1,北海道
2,2014,815,01228,深川市,1,北海道
3,2016,758,01228,深川市,1,北海道
0,2009,965,01229,富良野市,1,北海道
1,2012,903,01229,富良野市,1,北海道
2,2014,879,01229,富良野市,1,北海道
3,2016,840,01229,富良野市,1,北海道
0,2009,1381,01230,登別市,1,北海道
1,2012,1280,01230,登別市,1,北海道
2,2014,1217,01230,登別市,1,北海道
3,2016,1147,01230,登別市,1,北海道
0,2009,1388,01231,恵庭市,1,北海道
1,2012,1291,01231,恵庭市,1,北海道
2,2014,1302,01231,恵庭市,1,北海道
3,2016,1215,01231,恵庭市,1,北海道
0,2009,1203,01233,伊達市,1,北海道
1,2012,1093,01233,伊達市,1,北海道
2,2014,1064,01233,伊達市,1,北海道
3,2016,1017,01233,伊達市,1,北海道
0,2009,1182,01234,北広島市,1,北海道
1,2012,1139,01234,北広島市,1,北海道
2,2014,1129,01234,北広島市,1,北海道
3,2016,1055,01234,北広島市,1,北海道
0,2009,1594,01235,石狩市,1,北海道
1,2012,1435,01235,石狩市,1,北海道
2,2014,1470,01235,石狩市,1,北海道
3,2016,1327,01235,石狩市,1,北海道
0,2009,1242,01236,北斗市,1,北海道
1,2012,1197,01236,北斗市,1,北海道
2,2014,1219,01236,北斗市,1,北海道
3,2016,1169,01236,北斗市,1,北海道
0,2009,561,01303,当別町,1,北海道
1,2012,521,01303,当別町,1,北海道
2,2014,513,01303,当別町,1,北海道
3,2016,493,01303,当別町,1,北海道
0,2009,85,01304,新篠津村,1,北海道
1,2012,80,01304,新篠津村,1,北海道
2,2014,73,01304,新篠津村,1,北海道
3,2016,69,01304,新篠津村,1,北海道
0,2009,388,01331,松前町,1,北海道
1,2012,356,01331,松前町,1,北海道
2,2014,324,01331,松前町,1,北海道
3,2016,302,01331,松前町,1,北海道
0,2009,266,01332,福島町,1,北海道
1,2012,247,01332,福島町,1,北海道
2,2014,227,01332,福島町,1,北海道
3,2016,212,01332,福島町,1,北海道
0,2009,173,01333,知内町,1,北海道
1,2012,161,01333,知内町,1,北海道
2,2014,155,01333,知内町,1,北海道
3,2016,144,01333,知内町,1,北海道
0,2009,273,01334,木古内町,1,北海道
1,2012,232,01334,木古内町,1,北海道
2,2014,204,01334,木古内町,1,北海道
3,2016,193,01334,木古内町,1,北海道
0,2009,717,01337,七飯町,1,北海道
1,2012,692,01337,七飯町,1,北海道
2,2014,678,01337,七飯町,1,北海道
3,2016,633,01337,七飯町,1,北海道
0,2009,133,01343,鹿部町,1,北海道
1,2012,127,01343,鹿部町,1,北海道
2,2014,130,01343,鹿部町,1,北海道
3,2016,125,01343,鹿部町,1,北海道
0,2009,775,01345,森町,1,北海道
1,2012,732,01345,森町,1,北海道
2,2014,716,01345,森町,1,北海道
3,2016,687,01345,森町,1,北海道
0,2009,776,01346,八雲町,1,北海道
1,2012,729,01346,八雲町,1,北海道
2,2014,700,01346,八雲町,1,北海道
3,2016,666,01346,八雲町,1,北海道
0,2009,296,01347,長万部町,1,北海道
1,2012,273,01347,長万部町,1,北海道
2,2014,248,01347,長万部町,1,北海道
3,2016,236,01347,長万部町,1,北海道
0,2009,426,01361,江差町,1,北海道
1,2012,388,01361,江差町,1,北海道
2,2014,379,01361,江差町,1,北海道
3,2016,354,01361,江差町,1,北海道
0,2009,208,01362,上ノ国町,1,北海道
1,2012,199,01362,上ノ国町,1,北海道
2,2014,203,01362,上ノ国町,1,北海道
3,2016,189,01362,上ノ国町,1,北海道
0,2009,181,01363,厚沢部町,1,北海道
1,2012,178,01363,厚沢部町,1,北海道
2,2014,174,01363,厚沢部町,1,北海道
3,2016,163,01363,厚沢部町,1,北海道
0,2009,160,01364,乙部町,1,北海道
1,2012,153,01364,乙部町,1,北海道
2,2014,147,01364,乙部町,1,北海道
3,2016,137,01364,乙部町,1,北海道
0,2009,199,01367,奥尻町,1,北海道
1,2012,186,01367,奥尻町,1,北海道
2,2014,184,01367,奥尻町,1,北海道
3,2016,171,01367,奥尻町,1,北海道
0,2009,209,01370,今金町,1,北海道
1,2012,207,01370,今金町,1,北海道
2,2014,191,01370,今金町,1,北海道
3,2016,179,01370,今金町,1,北海道
0,2009,433,01371,せたな町,1,北海道
1,2012,410,01371,せたな町,1,北海道
2,2014,385,01371,せたな町,1,北海道
3,2016,364,01371,せたな町,1,北海道
0,2009,92,01391,島牧村,1,北海道
1,2012,79,01391,島牧村,1,北海道
2,2014,73,01391,島牧村,1,北海道
3,2016,66,01391,島牧村,1,北海道
0,2009,177,01392,寿都町,1,北海道
1,2012,168,01392,寿都町,1,北海道
2,2014,167,01392,寿都町,1,北海道
3,2016,160,01392,寿都町,1,北海道
0,2009,111,01393,黒松内町,1,北海道
1,2012,126,01393,黒松内町,1,北海道
2,2014,115,01393,黒松内町,1,北海道
3,2016,110,01393,黒松内町,1,北海道
0,2009,250,01394,蘭越町,1,北海道
1,2012,228,01394,蘭越町,1,北海道
2,2014,218,01394,蘭越町,1,北海道
3,2016,201,01394,蘭越町,1,北海道
0,2009,218,01395,ニセコ町,1,北海道
1,2012,201,01395,ニセコ町,1,北海道
2,2014,217,01395,ニセコ町,1,北海道
3,2016,233,01395,ニセコ町,1,北海道
0,2009,74,01396,真狩村,1,北海道
1,2012,67,01396,真狩村,1,北海道
2,2014,74,01396,真狩村,1,北海道
3,2016,69,01396,真狩村,1,北海道
0,2009,98,01397,留寿都村,1,北海道
1,2012,92,01397,留寿都村,1,北海道
2,2014,90,01397,留寿都村,1,北海道
3,2016,81,01397,留寿都村,1,北海道
0,2009,105,01398,喜茂別町,1,北海道
1,2012,95,01398,喜茂別町,1,北海道
2,2014,97,01398,喜茂別町,1,北海道
3,2016,90,01398,喜茂別町,1,北海道
0,2009,167,01399,京極町,1,北海道
1,2012,162,01399,京極町,1,北海道
2,2014,156,01399,京極町,1,北海道
3,2016,147,01399,京極町,1,北海道
0,2009,705,01400,倶知安町,1,北海道
1,2012,677,01400,倶知安町,1,北海道
2,2014,699,01400,倶知安町,1,北海道
3,2016,672,01400,倶知安町,1,北海道
0,2009,179,01401,共和町,1,北海道
1,2012,147,01401,共和町,1,北海道
2,2014,157,01401,共和町,1,北海道
3,2016,144,01401,共和町,1,北海道
0,2009,854,01402,岩内町,1,北海道
1,2012,776,01402,岩内町,1,北海道
2,2014,723,01402,岩内町,1,北海道
3,2016,666,01402,岩内町,1,北海道
0,2009,79,01403,泊村,1,北海道
1,2012,69,01403,泊村,1,北海道
2,2014,70,01403,泊村,1,北海道
3,2016,65,01403,泊村,1,北海道
0,2009,65,01404,神恵内村,1,北海道
1,2012,58,01404,神恵内村,1,北海道
2,2014,59,01404,神恵内村,1,北海道
3,2016,53,01404,神恵内村,1,北海道
0,2009,141,01405,積丹町,1,北海道
1,2012,104,01405,積丹町,1,北海道
2,2014,117,01405,積丹町,1,北海道
3,2016,105,01405,積丹町,1,北海道
0,2009,176,01406,古平町,1,北海道
1,2012,171,01406,古平町,1,北海道
2,2014,146,01406,古平町,1,北海道
3,2016,139,01406,古平町,1,北海道
0,2009,127,01407,仁木町,1,北海道
1,2012,96,01407,仁木町,1,北海道
2,2014,123,01407,仁木町,1,北海道
3,2016,99,01407,仁木町,1,北海道
0,2009,861,01408,余市町,1,北海道
1,2012,757,01408,余市町,1,北海道
2,2014,753,01408,余市町,1,北海道
3,2016,701,01408,余市町,1,北海道
0,2009,45,01409,赤井川村,1,北海道
1,2012,41,01409,赤井川村,1,北海道
2,2014,43,01409,赤井川村,1,北海道
3,2016,44,01409,赤井川村,1,北海道
0,2009,179,01423,南幌町,1,北海道
1,2012,187,01423,南幌町,1,北海道
2,2014,197,01423,南幌町,1,北海道
3,2016,185,01423,南幌町,1,北海道
0,2009,225,01424,奈井江町,1,北海道
1,2012,235,01424,奈井江町,1,北海道
2,2014,196,01424,奈井江町,1,北海道
3,2016,186,01424,奈井江町,1,北海道
0,2009,111,01425,上砂川町,1,北海道
1,2012,101,01425,上砂川町,1,北海道
2,2014,89,01425,上砂川町,1,北海道
3,2016,83,01425,上砂川町,1,北海道
0,2009,248,01427,由仁町,1,北海道
1,2012,226,01427,由仁町,1,北海道
2,2014,230,01427,由仁町,1,北海道
3,2016,222,01427,由仁町,1,北海道
0,2009,398,01428,長沼町,1,北海道
1,2012,371,01428,長沼町,1,北海道
2,2014,381,01428,長沼町,1,北海道
3,2016,356,01428,長沼町,1,北海道
0,2009,568,01429,栗山町,1,北海道
1,2012,525,01429,栗山町,1,北海道
2,2014,506,01429,栗山町,1,北海道
3,2016,484,01429,栗山町,1,北海道
0,2009,130,01430,月形町,1,北海道
1,2012,122,01430,月形町,1,北海道
2,2014,121,01430,月形町,1,北海道
3,2016,116,01430,月形町,1,北海道
0,2009,74,01431,浦臼町,1,北海道
1,2012,70,01431,浦臼町,1,北海道
2,2014,70,01431,浦臼町,1,北海道
3,2016,65,01431,浦臼町,1,北海道
0,2009,181,01432,新十津川町,1,北海道
1,2012,164,01432,新十津川町,1,北海道
2,2014,159,01432,新十津川町,1,北海道
3,2016,157,01432,新十津川町,1,北海道
0,2009,140,01433,妹背牛町,1,北海道
1,2012,129,01433,妹背牛町,1,北海道
2,2014,122,01433,妹背牛町,1,北海道
3,2016,122,01433,妹背牛町,1,北海道
0,2009,107,01434,秩父別町,1,北海道
1,2012,102,01434,秩父別町,1,北海道
2,2014,97,01434,秩父別町,1,北海道
3,2016,94,01434,秩父別町,1,北海道
0,2009,98,01436,雨竜町,1,北海道
1,2012,97,01436,雨竜町,1,北海道
2,2014,96,01436,雨竜町,1,北海道
3,2016,94,01436,雨竜町,1,北海道
0,2009,93,01437,北竜町,1,北海道
1,2012,81,01437,北竜町,1,北海道
2,2014,75,01437,北竜町,1,北海道
3,2016,73,01437,北竜町,1,北海道
0,2009,143,01438,沼田町,1,北海道
1,2012,129,01438,沼田町,1,北海道
2,2014,129,01438,沼田町,1,北海道
3,2016,118,01438,沼田町,1,北海道
0,2009,178,01452,鷹栖町,1,北海道
1,2012,162,01452,鷹栖町,1,北海道
2,2014,176,01452,鷹栖町,1,北海道
3,2016,177,01452,鷹栖町,1,北海道
0,2009,203,01453,東神楽町,1,北海道
1,2012,200,01453,東神楽町,1,北海道
2,2014,206,01453,東神楽町,1,北海道
3,2016,201,01453,東神楽町,1,北海道
0,2009,249,01454,当麻町,1,北海道
1,2012,238,01454,当麻町,1,北海道
2,2014,228,01454,当麻町,1,北海道
3,2016,214,01454,当麻町,1,北海道
0,2009,152,01455,比布町,1,北海道
1,2012,144,01455,比布町,1,北海道
2,2014,134,01455,比布町,1,北海道
3,2016,134,01455,比布町,1,北海道
0,2009,136,01456,愛別町,1,北海道
1,2012,134,01456,愛別町,1,北海道
2,2014,129,01456,愛別町,1,北海道
3,2016,136,01456,愛別町,1,北海道
0,2009,205,01457,上川町,1,北海道
1,2012,184,01457,上川町,1,北海道
2,2014,184,01457,上川町,1,北海道
3,2016,178,01457,上川町,1,北海道
0,2009,233,01458,東川町,1,北海道
1,2012,259,01458,東川町,1,北海道
2,2014,269,01458,東川町,1,北海道
3,2016,279,01458,東川町,1,北海道
0,2009,464,01459,美瑛町,1,北海道
1,2012,395,01459,美瑛町,1,北海道
2,2014,412,01459,美瑛町,1,北海道
3,2016,409,01459,美瑛町,1,北海道
0,2009,447,01460,上富良野町,1,北海道
1,2012,453,01460,上富良野町,1,北海道
2,2014,410,01460,上富良野町,1,北海道
3,2016,384,01460,上富良野町,1,北海道
0,2009,125,01461,中富良野町,1,北海道
1,2012,115,01461,中富良野町,1,北海道
2,2014,124,01461,中富良野町,1,北海道
3,2016,117,01461,中富良野町,1,北海道
0,2009,130,01462,南富良野町,1,北海道
1,2012,104,01462,南富良野町,1,北海道
2,2014,115,01462,南富良野町,1,北海道
3,2016,103,01462,南富良野町,1,北海道
0,2009,58,01463,占冠村,1,北海道
1,2012,51,01463,占冠村,1,北海道
2,2014,58,01463,占冠村,1,北海道
3,2016,63,01463,占冠村,1,北海道
0,2009,185,01464,和寒町,1,北海道
1,2012,163,01464,和寒町,1,北海道
2,2014,165,01464,和寒町,1,北海道
3,2016,153,01464,和寒町,1,北海道
0,2009,130,01465,剣淵町,1,北海道
1,2012,131,01465,剣淵町,1,北海道
2,2014,123,01465,剣淵町,1,北海道
3,2016,115,01465,剣淵町,1,北海道
0,2009,182,01468,下川町,1,北海道
1,2012,160,01468,下川町,1,北海道
2,2014,164,01468,下川町,1,北海道
3,2016,156,01468,下川町,1,北海道
0,2009,219,01469,美深町,1,北海道
1,2012,222,01469,美深町,1,北海道
2,2014,220,01469,美深町,1,北海道
3,2016,207,01469,美深町,1,北海道
0,2009,38,01470,音威子府村,1,北海道
1,2012,34,01470,音威子府村,1,北海道
2,2014,35,01470,音威子府村,1,北海道
3,2016,31,01470,音威子府村,1,北海道
0,2009,109,01471,中川町,1,北海道
1,2012,105,01471,中川町,1,北海道
2,2014,106,01471,中川町,1,北海道
3,2016,99,01471,中川町,1,北海道
0,2009,83,01472,幌加内町,1,北海道
1,2012,79,01472,幌加内町,1,北海道
2,2014,72,01472,幌加内町,1,北海道
3,2016,70,01472,幌加内町,1,北海道
0,2009,246,01481,増毛町,1,北海道
1,2012,201,01481,増毛町,1,北海道
2,2014,195,01481,増毛町,1,北海道
3,2016,187,01481,増毛町,1,北海道
0,2009,141,01482,小平町,1,北海道
1,2012,123,01482,小平町,1,北海道
2,2014,120,01482,小平町,1,北海道
3,2016,110,01482,小平町,1,北海道
0,2009,168,01483,苫前町,1,北海道
1,2012,151,01483,苫前町,1,北海道
2,2014,155,01483,苫前町,1,北海道
3,2016,145,01483,苫前町,1,北海道
0,2009,480,01484,羽幌町,1,北海道
1,2012,414,01484,羽幌町,1,北海道
2,2014,395,01484,羽幌町,1,北海道
3,2016,368,01484,羽幌町,1,北海道
0,2009,59,01485,初山別村,1,北海道
1,2012,57,01485,初山別村,1,北海道
2,2014,58,01485,初山別村,1,北海道
3,2016,49,01485,初山別村,1,北海道
0,2009,174,01486,遠別町,1,北海道
1,2012,159,01486,遠別町,1,北海道
2,2014,162,01486,遠別町,1,北海道
3,2016,150,01486,遠別町,1,北海道
0,2009,178,01487,天塩町,1,北海道
1,2012,163,01487,天塩町,1,北海道
2,2014,150,01487,天塩町,1,北海道
3,2016,147,01487,天塩町,1,北海道
0,2009,98,01511,猿払村,1,北海道
1,2012,92,01511,猿払村,1,北海道
2,2014,87,01511,猿払村,1,北海道
3,2016,80,01511,猿払村,1,北海道
0,2009,173,01512,浜頓別町,1,北海道
1,2012,166,01512,浜頓別町,1,北海道
2,2014,158,01512,浜頓別町,1,北海道
3,2016,151,01512,浜頓別町,1,北海道
0,2009,89,01513,中頓別町,1,北海道
1,2012,93,01513,中頓別町,1,北海道
2,2014,82,01513,中頓別町,1,北海道
3,2016,81,01513,中頓別町,1,北海道
0,2009,402,01514,枝幸町,1,北海道
1,2012,392,01514,枝幸町,1,北海道
2,2014,374,01514,枝幸町,1,北海道
3,2016,336,01514,枝幸町,1,北海道
0,2009,186,01516,豊富町,1,北海道
1,2012,186,01516,豊富町,1,北海道
2,2014,183,01516,豊富町,1,北海道
3,2016,176,01516,豊富町,1,北海道
0,2009,198,01517,礼文町,1,北海道
1,2012,182,01517,礼文町,1,北海道
2,2014,161,01517,礼文町,1,北海道
3,2016,145,01517,礼文町,1,北海道
0,2009,147,01518,利尻町,1,北海道
1,2012,144,01518,利尻町,1,北海道
2,2014,134,01518,利尻町,1,北海道
3,2016,125,01518,利尻町,1,北海道
0,2009,171,01519,利尻富士町,1,北海道
1,2012,152,01519,利尻富士町,1,北海道
2,2014,146,01519,利尻富士町,1,北海道
3,2016,133,01519,利尻富士町,1,北海道
0,2009,111,01520,幌延町,1,北海道
1,2012,101,01520,幌延町,1,北海道
2,2014,106,01520,幌延町,1,北海道
3,2016,105,01520,幌延町,1,北海道
0,2009,782,01543,美幌町,1,北海道
1,2012,737,01543,美幌町,1,北海道
2,2014,712,01543,美幌町,1,北海道
3,2016,670,01543,美幌町,1,北海道
0,2009,240,01544,津別町,1,北海道
1,2012,219,01544,津別町,1,北海道
2,2014,208,01544,津別町,1,北海道
3,2016,203,01544,津別町,1,北海道
0,2009,561,01545,斜里町,1,北海道
1,2012,542,01545,斜里町,1,北海道
2,2014,577,01545,斜里町,1,北海道
3,2016,548,01545,斜里町,1,北海道
0,2009,160,01546,清里町,1,北海道
1,2012,144,01546,清里町,1,北海道
2,2014,150,01546,清里町,1,北海道
3,2016,147,01546,清里町,1,北海道
0,2009,267,01547,小清水町,1,北海道
1,2012,252,01547,小清水町,1,北海道
2,2014,251,01547,小清水町,1,北海道
3,2016,236,01547,小清水町,1,北海道
0,2009,161,01549,訓子府町,1,北海道
1,2012,151,01549,訓子府町,1,北海道
2,2014,148,01549,訓子府町,1,北海道
3,2016,141,01549,訓子府町,1,北海道
0,2009,139,01550,置戸町,1,北海道
1,2012,140,01550,置戸町,1,北海道
2,2014,133,01550,置戸町,1,北海道
3,2016,137,01550,置戸町,1,北海道
0,2009,264,01552,佐呂間町,1,北海道
1,2012,247,01552,佐呂間町,1,北海道
2,2014,239,01552,佐呂間町,1,北海道
3,2016,222,01552,佐呂間町,1,北海道
0,2009,815,01555,遠軽町,1,北海道
1,2012,752,01555,遠軽町,1,北海道
2,2014,720,01555,遠軽町,1,北海道
3,2016,678,01555,遠軽町,1,北海道
0,2009,373,01559,湧別町,1,北海道
1,2012,361,01559,湧別町,1,北海道
2,2014,334,01559,湧別町,1,北海道
3,2016,329,01559,湧別町,1,北海道
0,2009,164,01560,滝上町,1,北海道
1,2012,140,01560,滝上町,1,北海道
2,2014,131,01560,滝上町,1,北海道
3,2016,121,01560,滝上町,1,北海道
0,2009,175,01561,興部町,1,北海道
1,2012,163,01561,興部町,1,北海道
2,2014,159,01561,興部町,1,北海道
3,2016,151,01561,興部町,1,北海道
0,2009,45,01562,西興部村,1,北海道
1,2012,44,01562,西興部村,1,北海道
2,2014,42,01562,西興部村,1,北海道
3,2016,40,01562,西興部村,1,北海道
0,2009,247,01563,雄武町,1,北海道
1,2012,216,01563,雄武町,1,北海道
2,2014,206,01563,雄武町,1,北海道
3,2016,195,01563,雄武町,1,北海道
0,2009,284,01564,大空町,1,北海道
1,2012,275,01564,大空町,1,北海道
2,2014,268,01564,大空町,1,北海道
3,2016,258,01564,大空町,1,北海道
0,2009,188,01571,豊浦町,1,北海道
1,2012,170,01571,豊浦町,1,北海道
2,2014,164,01571,豊浦町,1,北海道
3,2016,152,01571,豊浦町,1,北海道
0,2009,121,01575,壮瞥町,1,北海道
1,2012,113,01575,壮瞥町,1,北海道
2,2014,115,01575,壮瞥町,1,北海道
3,2016,114,01575,壮瞥町,1,北海道
0,2009,673,01578,白老町,1,北海道
1,2012,654,01578,白老町,1,北海道
2,2014,619,01578,白老町,1,北海道
3,2016,583,01578,白老町,1,北海道
0,2009,167,01581,厚真町,1,北海道
1,2012,169,01581,厚真町,1,北海道
2,2014,173,01581,厚真町,1,北海道
3,2016,169,01581,厚真町,1,北海道
0,2009,476,01584,洞爺湖町,1,北海道
1,2012,402,01584,洞爺湖町,1,北海道
2,2014,410,01584,洞爺湖町,1,北海道
3,2016,387,01584,洞爺湖町,1,北海道
0,2009,259,01585,安平町,1,北海道
1,2012,257,01585,安平町,1,北海道
2,2014,271,01585,安平町,1,北海道
3,2016,272,01585,安平町,1,北海道
0,2009,379,01586,むかわ町,1,北海道
1,2012,366,01586,むかわ町,1,北海道
2,2014,341,01586,むかわ町,1,北海道
3,2016,317,01586,むかわ町,1,北海道
0,2009,628,01601,日高町,1,北海道
1,2012,574,01601,日高町,1,北海道
2,2014,559,01601,日高町,1,北海道
3,2016,536,01601,日高町,1,北海道
0,2009,253,01602,平取町,1,北海道
1,2012,226,01602,平取町,1,北海道
2,2014,223,01602,平取町,1,北海道
3,2016,212,01602,平取町,1,北海道
0,2009,283,01604,新冠町,1,北海道
1,2012,262,01604,新冠町,1,北海道
2,2014,257,01604,新冠町,1,北海道
3,2016,250,01604,新冠町,1,北海道
0,2009,774,01607,浦河町,1,北海道
1,2012,724,01607,浦河町,1,北海道
2,2014,686,01607,浦河町,1,北海道
3,2016,646,01607,浦河町,1,北海道
0,2009,244,01608,様似町,1,北海道
1,2012,224,01608,様似町,1,北海道
2,2014,213,01608,様似町,1,北海道
3,2016,206,01608,様似町,1,北海道
0,2009,230,01609,えりも町,1,北海道
1,2012,215,01609,えりも町,1,北海道
2,2014,205,01609,えりも町,1,北海道
3,2016,198,01609,えりも町,1,北海道
0,2009,1089,01610,新ひだか町,1,北海道
1,2012,970,01610,新ひだか町,1,北海道
2,2014,976,01610,新ひだか町,1,北海道
3,2016,924,01610,新ひだか町,1,北海道
0,2009,951,01631,音更町,1,北海道
1,2012,948,01631,音更町,1,北海道
2,2014,952,01631,音更町,1,北海道
3,2016,925,01631,音更町,1,北海道
0,2009,220,01632,士幌町,1,北海道
1,2012,216,01632,士幌町,1,北海道
2,2014,211,01632,士幌町,1,北海道
3,2016,198,01632,士幌町,1,北海道
0,2009,260,01633,上士幌町,1,北海道
1,2012,251,01633,上士幌町,1,北海道
2,2014,241,01633,上士幌町,1,北海道
3,2016,233,01633,上士幌町,1,北海道
0,2009,206,01634,鹿追町,1,北海道
